Key,en,ko,ja
Event_Desc_20001,"Walking along a forest path, the party noticed something <gr_Y>sparkling</gr_Y> by a pond.\nAs they approached, they found a goose sculpture carved from ice floating on the cold water.\nThe goose stretched its neck as if about to cry,\nand beyond the transparent ice, <wave_gr_Y>a golden liquid shimmered</wave_gr_Y>.\n\nWhen Leon carefully picked it up, he was surprised to find its body as light as a feather.\nAs he brought it close to his face, a <gr_RBW>subtle fragrance</gr_RBW> wafted out,\nand the scent stirred the heart just as much as the <gr_Y>golden hue</gr_Y>.\n\nThe companions exchanged glances.\nThey had to decide whether to break this strange goose open now to see what was inside,\nor leave it untouched and simply take it with them for the time being.","숲속의 오솔길을 따라 걷던 일행은 연못가에서 <gr_Y>반짝이는</gr_Y> 무언가를 발견했다.\n가까이 다가가자, 차가운 수면 위에 얼음으로 빚어진 거위상이 떠있었다.\n거위는 마치 울음을 터트리려는 듯 목을 길게 뻗고 있었고,\n투명한 얼음 너머로는 <wave_gr_Y>금빛의 액체</wave_gr_Y>가 일렁이고 있었다.\n\n레온이 조심스럽게 들어보니, 놀랍게도 그 몸은 깃털처럼 가벼웠다.\n얼굴에 가까이 가져오자 <gr_RBW>은은한 향</gr_RBW>이 풍겨왔고,\n그 향은 <gr_Y>금빛의 빛깔</gr_Y>만큼이나 사람의 마음을 흔들어 놓았다.\n\n동료들은 서로 눈을 마주본다.\n이 희한한 거위를 지금 부숴 내용물을 확인할지,\n아니면 섣불리 손대지 않고 일단 가지고 갈지,\n결정을 내려야 했다.",森の小道を歩いていた一行は、池のほとりで<gr_Y>光るもの</gr_Y>を見つけた。\n近づいてみると、冷たい水面に氷で作られたガチョウの像が浮かんでいた。\nガチョウはまるで泣き出そうとするかのように首を長く伸ばしており、\n透明な氷の向こうでは<wave_gr_Y>金色の液体</wave_gr_Y>が揺らめいていた。\n\nレオンが慎重に持ち上げると、その体は驚くほど羽のように軽かった。\n顔に近づけると<gr_RBW>ほのかな香り</gr_RBW>が漂い、\nその香りは<gr_Y>金色の輝き</gr_Y>と同じように人の心を揺さぶった。\n\n仲間たちは互いに目を合わせた。\nこの不思議なガチョウを今すぐ壊して中身を確かめるか、\nそれとも軽々しく手を出さず、ひとまず持っていくか。\n決断を下さなければならなかった。
Event_OptionA_20001,Break the goose to check the golden liquid,거위를 부숴서 금빛 액체를 확인한다,ガチョウを壊して金色の液体を確認する
Event_ResultA1_20001,"Leon raised his shield and struck down on the goose’s back.\nWith a sharp crack of ice, the goose sculpture <shake_gr_B>shattered into pieces.</shake_gr_B>\n<gr_Y>The golden liquid</gr_Y> inside quickly evaporated upon contact with the air, filling the surroundings with fragrant light and scent.","레온이 방패를 들어올려 거위의 등을 내려쳤다.\n<shake_gr_B>콰직!</shake_gr_B> 하는 차가운 균열음과 함께 거위상이 산산조각 나버렸다.\n내부에서 흘러나온 <gr_Y>금빛 액체</gr_Y>는 공기와 닿자마자 빠르게 증발하며, 주변을 향기로운 빛과 냄새로 가득 채운다.",レオンは盾を持ち上げ、ガチョウの背中を叩いた。\n<shake_gr_B>パキッ！</shake_gr_B>という冷たいひび割れ音とともに、ガチョウの像は粉々に砕けた。\n内部から流れ出た<gr_Y>金色の液体</gr_Y>は空気に触れるとすぐに蒸発し、周囲を香りと光で満たした。
Event_ResultA2_20001,""" """,""" """,""" """
Event_OptionB_20001,"Take it along for now, in case it belongs to someone",혹시 주인이 있는 거위일 수 있으니 일단 데려간다,もしかしたら所有者がいるかもしれないので、とりあえず持ち帰る
Event_ResultB1_20001,"Carefully cradling the ice goose, he was surprised to feel a <gr_O>warmth.</gr_O>\nSophia looked on with curious eyes,\nbut they decided to move on to the next destination.","조심스럽게 얼음 거위를 감싸 들자, 의외로 <gr_O>따뜻함</gr_O>이 느껴진다.\n소피아는 호기심 섞인 시선으로 바라보지만,\n일단 다음 행선지로 이동하기로 결정한다.",慎重に氷のガチョウを抱えると、意外にも<gr_O>温かさ</gr_O>が感じられた。\nソフィアは好奇心に満ちた目で見つめたが、\nとりあえず次の目的地に向かうことに決めた。
Event_ResultB2_20001,""" """,""" """,""" """
Event_Title_20002,The Crow and the Water bottle,까마귀와 물병,カラスと水瓶
Event_Desc_20002,"<gr_O>At midday, with the sun directly overhead</gr_O>,\nthe party walked across the rough, cracked ground.\nThen, an old glass bottle by the roadside caught their eye.\n\nInside the transparent bottle was <gr_SB>clear water</gr_SB>,\nbut its narrow opening was out of reach,\nand the bottle was firmly stuck to the ground, refusing to budge no matter how they tried to lift it.\n\nStrangely, a crow was perched right beside the bottle, its eyes gleaming.\nIts gaze seemed to be waiting for someone to find the answer.","<gr_O>태양이 정수리에 걸린 한낮</gr_O>,\n일행은 거칠게 갈라진 땅 위를 걷고 있었다.\n그때, 길가에 놓인 낡은 유리병이 눈에 들어온다.\n\n투명한 병 속에는 <gr_SB>맑은 물</gr_SB>이 고여 있지만,\n입구는 좁아 손으로 닿을 수 없었고,\n병은 바닥에 딱 붙어 있어 들어 올리려 해도 꼼짝하지 않았다.\n\n기묘하게도 유리병 바로 옆에는 한 마리의 까마귀가 앉아 눈을 빛내고 있었다.\n그 시선은 마치, 누군가 답을 찾기를 기다리는 듯했다.",<gr_O>太陽が真上にある昼下がり</gr_O>、\n一行は荒れてひび割れた地面を歩いていた。\nそのとき、道端に置かれた古いガラス瓶が目に入った。\n\n透明な瓶の中には<gr_SB>澄んだ水</gr_SB>がたまっていたが、\n口は狭く手は届かず、\n瓶は地面にぴったりとくっついていて、持ち上げようとしてもびくともしなかった。\n\n不思議なことに、瓶のすぐそばには一羽のカラスが止まり、目を光らせていた。\nその視線は、まるで誰かが答えを見つけるのを待っているかのようだった。
Event_OptionA_20002,Leon force to pull the bottle from ground,물병을 힘껏 당겨본다,水瓶を思い切り引っ張ってみる
Event_ResultA1_20002,"Leon briefly set down his shield and began pulling the bottle with all his strength.\nWith a <shake_gr_B>loud crack</shake_gr_B>, the bottle shattered,\nand the clear water quickly spilled onto the ground, mixing with the dirt.\nAs if it had been waiting for this moment, the crow flapped its wings\nand began to caw mockingly.","레온은 방패를 잠시 내려두고 병을 힘껏 당기기 시작했다.\n그러자 <shake_gr_B>‘콰직!’</shake_gr_B> 소리가 울리며 병이 산산조각 나고,\n맑던 물은 순식간에 흙과 함께 바닥으로 사라졌다.\n기다렸다는 듯이 까마귀는 날개를 퍼덕이며,\n조롱하듯 울기 시작했다.",レオンは盾を一時的に置き、瓶を力いっぱい引っ張り始めた。\nすると<shake_gr_B>「パキッ！」</shake_gr_B>という音とともに瓶は粉々に砕け、\n澄んだ水はたちまち土と混ざり合い、地面へとこぼれ落ちた。\n待っていたかのように、カラスは羽ばたき、\n嘲るように鳴き始めた。
Event_ResultA2_20002,""" """,""" """,""" """
Event_OptionB_20002,Ignore it and move on,무시하고 지나간다,無視して通り過ぎる
Event_ResultB1_20002,"Sophia spoke.\n\n“There’s a little water left, but it looks a bit dangerous.”\n“It’s better to move on than waste time or get hurt.”\n\nDorothy, feeling a slight thirst, resumed walking.","소피아가 말했다.\n\n“물은 조금 남아 있지만, 약간 위험해 보여.”\n“시간을 허비하거나 다치기보다는 그냥 지나가는 게 좋을 것 같아.”\n\n도로시는 가벼운 갈증을 느끼며 다시 걸음을 옮겼다.",ソフィアが言った。\n\n「水は少し残っているけど、少し危険そうね。」\n「時間を無駄にしたり怪我をしたりするより、ただ通り過ぎる方が良さそう。」\n\nドロシーは軽い喉の渇きを感じながら、再び歩き始めた。
Event_ResultB2_20002,""" """,""" """,""" """
Event_Title_20003,The Grand Library,거대한 도서관,巨大な図書館
Event_Desc_20003,"While walking, the party discovered a <gr_B>magnificent building</gr_B> rising through the mist.\nThe doors stood wide open, and as they stepped inside,\nthe air was thick with settled dust and the scent of old paper.\n\n“This library is enormous…” Dorothy whispered in surprise.\n\nSophia’s eyes gleamed as she noticed the arrangement of the books and caught the distinctive scent of magical tomes,\nwhile Kyla discovered passages inscribed with scripture and brushed away the dust with her fingers.\n\nMeanwhile, Dorothy pulled <gr_SB>a book that caught her eye</gr_SB> from the shelf.\nIts thick cover bore the marks of time,\nyet strange <gr_SB>glowing letters</gr_SB> were engraved upon its surface.\nCurious about its contents, Dorothy hesitated,\nbut eventually decided to choose who to entrust the book to.","길을 걷던 일행은 안개 사이로 <gr_B>웅장하게 솟은 건물</gr_B>을 발견했다.\n문이 활짝 열려 있어 들어가니,\n내부에서는 먼지가 내려앉은 공기와 오래된 종이 냄새가 풍겨왔다.\n\n“엄청난 크기의 도서관…?” 도로시가 놀란 듯 속삭였다.\n\n소피아는 책의 배열과 마법서 특유의 냄새를 맡고 눈을 반짝였고,\n카일라는 성서의 구절이 적힌 문장들을 발견하여\n손가락으로 먼지를 쓸어 내리고 있었다.\n\n도로시는 그 사이,\n선반 위에 <gr_SB>눈길을 끄는 한 권의 책</gr_SB>을 꺼냈다.\n두꺼운 표지는 세월의 흔적이 가득했지만,\n표면에는 <gr_SB>기묘하게 빛나는 문자</gr_SB>가 새겨져 있었다.\n책의 내용이 궁금했던 도로시는 망설이다가,\n결국 누구에게 책을 맡길지 선택하기로 했다.",歩いていた一行は、霧の間から<gr_B>そびえ立つ壮大な建物</gr_B>を発見した。\n扉は大きく開かれており、中に入ると、\n埃の積もった空気と古い紙の匂いが漂っていた。\n\n「すごい大きさの図書館…？」ドロシーは驚いたようにささやいた。\n\nソフィアは本の並びや魔法書特有の匂いに目を輝かせ、\nカイラは聖書の一節が記された文章を見つけ、指で埃を払っていた。\n\nその間、ドロシーは棚の上から<gr_SB>ひときわ目を引く一冊の本</gr_SB>を取り出した。\n厚い表紙には年月の跡が刻まれていたが、\nその表面には<gr_SB>奇妙に光る文字</gr_SB>が刻まれていた。\n本の内容が気になったドロシーは迷った末、\n誰に本を任せるか決めることにした。
Event_OptionA_20003,Give it to Sophia,소피아에게 맡긴다,ソフィアに任せる
Event_ResultA1_20003,"Dorothy carefully handed the book to Sophia.\nSophia took the book with an expression of interest.\nAs Sophia carefully examined the book and murmured the ancient characters,\na <gr_SB>faint light and a blue aura</gr_SB> emanated from it.","도로시는 조심스럽게 책을 소피아에게 건넸다.\n소피아는 책을 받아 들며 흥미로운 표정을 지었다.\n소피아가 책을 주의 깊게 바라보며 고대의 문자를 중얼거리자,\n책 안에서 <gr_SB>희미한 빛과 함께 푸른 기운</gr_SB>이 흘러나왔다.",ドロシーは慎重に本をソフィアに渡した。\nソフィアは本を受け取り、興味深そうな表情を浮かべた。\nソフィアが本を注意深く見つめ、古代の文字をつぶやくと、\n本の中から<gr_SB>淡い光と青いオーラ</gr_SB>が流れ出した。
Event_ResultA2_20003,""" """,""" """,""" """
Event_OptionB_20003,Give it to Kyla,카일라에게 맡긴다,カイラに任せる
Event_ResultB1_20003,"Dorothy carefully handed the book to Kyla.\nKyla quietly opened the book and began reading, following the lines with her finger.\nWhile she read, a <gr_G>soft green light</gr_G> spread around the party, enveloping them.","도로시는 조심스럽게 책을 카일라에게 건넸다.\n카일라는 고요히 책을 펼치며 손가락으로 문장을 따라가며 읽기 시작했다.\n책을 읽는 동안, 일행 주변에 <gr_G>부드러운 초록색 빛</gr_G>이 퍼져 나와 감쌌다.",ドロシーは慎重に本をカイラに渡した。\nカイラは静かに本を開き、指で文章をなぞりながら読み始めた。\n本を読んでいる間、仲間たちの周りに<gr_G>柔らかな緑色</gr_G>の光が広がり、包み込んだ。
Event_ResultB2_20003,""" """,""" """,""" """
Event_Title_20004,Magical Insight,마법적 깨달음,魔法的な悟り
Event_Desc_20004,"With a <gr_R>sudden explosion</gr_R>, part of the laboratory on the hill collapsed, and ashes scattered into the air.\nSophia and her companions rushed toward the source of the sound.\n\nThere they found a <gr_BK>pitch-black lump of charcoal</gr_BK> and the burnt remains of a spellbook, cracked and scattered across the ground.\nThe air was still heavy with soot and lingering mana,\nand as Sophia brushed her fingers through the air,\nshe could feel <weakshake_gr_SB>residual mana</weakshake_gr_SB> faintly vibrating, as if whispering to her.\n\nAmid the traces of what had burned away, Sophia realized something.\n\n“Powerful forces will destroy both oneself and everything around them if left unchecked.\nMagic is no different… without restraint and control, it is dangerous.”\n\nAmong the light, heat, and ashes, the faint traces of mana that remained\nseemed to gaze back at Sophia as a lesson born from the fear she had experienced firsthand.","갑작스러운 <gr_R>폭발음</gr_R>과 함께,\n언덕 위의 연구실 한쪽이 무너지고 잿더미가 날아올랐다.\n소피아와 일행은 소리의 근원을 찾아 급히 다가갔다.\n\n그곳에는 <gr_BK>새까맣게 탄 숯덩이</gr_BK>와,\n불타서 갈라진 마법서 잔해가 흩어져 있었다.\n공기는 아직도 그을음과 마나의 잔재로 무겁게 가라앉아 있었고,\n손끝으로 공기 속을 스치자,\n<weakshake_gr_SB>잔류 마나</weakshake_gr_SB>가 살짝 진동하며 속삭이는 듯 느껴졌다.\n\n소피아는 타버린 흔적 속에서 깨달았다.\n\n“강력한 힘은 제어하지 않으면 자신과 주변을 파괴한다.\n마법도 마찬가지… 조절과 통제 없이는 위험하다.”\n\n빛과 열기, 잿더미 속에서 미약하게 남은 마나의 흔적은,\n직접 체험한 공포와 함께 교훈으로 소피아를 바라보고 있었다.",突然の<gr_R>爆発音</gr_R>とともに、丘の上の研究室の一角が崩れ、灰が舞い上がった。\nソフィアたちは音の発生源を探して急いで駆け寄った。\n\nそこには<gr_BK>真っ黒に焦げた炭の塊</gr_BK>と、\n燃えてひび割れた魔法書の残骸が散らばっていた。\n空気はまだ煤とマナの残滓で重く沈んでおり、\n指先で空気をなぞると、\n<weakshake_gr_SB>残留マナ</weakshake_gr_SB>がかすかに震え、囁いているように感じられた。\n\nソフィアは焼け跡の中で気づいた。\n\n「強大な力は、制御しなければ自分も周りも破壊してしまう。\n魔法も同じ…調整と制御なしでは危険なの。」\n\n光と熱、そして灰の中にかすかに残るマナの痕跡は、\n自ら体験した恐怖とともに得た教訓として、ソフィアを見つめ返していた。
Event_OptionA_20004,Reinterpret the magic based on the remaining research notes,남아있는 연구 기록을 토대로 마법을 재해석,残された研究記録をもとに魔法を再解釈
Event_ResultA1_20004,"Sophia raised her staff into the air,\ntracing the scattered traces of <gr_SB>residual mana</gr_SB> left behind by the research as she reinterpreted the magic circle's original pattern.\nBy harmonizing the <weakshake_gr_SB>wavering waves and unstable flow of mana</weakshake_gr_SB>,\nshe reconstructed the magic circle into a stable form.\n\nThrough this process,\nshe gained a deep understanding of how to control magical power.","소피아는 지팡이를 허공에 가져다 대고,\n<gr_SB>잔류 마나</gr_SB>가 남긴 흩어진 연구 기록을 하나씩 따라가며 마법진의 원래 패턴을 재해석했다.\n<weakshake_gr_SB>흔들리는 파동과 불안정한 마나의 흐름</weakshake_gr_SB>을 조율하며\n안정된 형태의 마법진을 재구성했다.\n\n그 과정에서,\n그녀는 마력의 통제법을 깊이 체득할 수 있었다.",ソフィアは杖を空中にかざし、\n<gr_SB>残留マナ</gr_SB>が残した散在する研究の痕跡を一つずつ辿りながら、魔法陣の本来のパターンを再解釈した。\n<weakshake_gr_SB>揺らぐ波動と不安定なマナの流れ</weakshake_gr_SB>を調整し、\n安定した形の魔法陣を再構築した。\n\nその過程で、\n彼女は魔力を制御する方法を深く体得することができた。
Event_ResultA2_20004,""" """,""" """,""" """
Event_OptionB_20004,Observe and analyze the remnants of the laboratory,연구소의 잔재를 관찰 및 분석한다,研究所の残骸を観察・分析する
Event_ResultB1_20004,"Sophia carefully observed the <gr_BK>charred remains and the burnt book.</gr_BK>\nShe analyzed the rate of combustion,\nthe flow of residual mana,\nand the traces of uncontrolled power one by one,\norganizing in her mind the dangers of unchecked power and how to wield it safely.","소피아는 <gr_BK>숯덩이와 타버린 책</gr_BK>을 조심스레 관찰했다.\n연소의 속도,\n남은 마나의 흐름,\n폭주의 흔적을 하나씩 분석하며 제어되지 않은 힘의 위험과\n안정적인 사용법을 머릿속에서 정리했다.",ソフィアは<gr_BK>炭の塊と燃えた本</gr_BK>を慎重に観察した。\n燃焼の速度、\n残留マナの流れ、\n暴走の痕跡を一つずつ分析し、\n制御されていない力の危険性と、その力を安全に扱う方法を頭の中で整理した。
Event_ResultB2_20004,"Sophia carefully observed the <gr_BK>charred remains and the burnt book.</gr_BK>\nShe analyzed the rate of combustion,\nthe flow of residual mana,\nand the traces of uncontrolled power one by one,\norganizing in her mind the dangers of unchecked power and how to wield it safely.","소피아는 <gr_BK>숯덩이와 타버린 책</gr_BK>을 조심스레 관찰했다.\n연소의 속도,\n남은 마나의 흐름,\n폭주의 흔적을 하나씩 분석하며 제어되지 않은 힘의 위험과\n안정적인 사용법을 머릿속에서 정리했다.",ソフィアは<gr_BK>炭の塊と燃えた本</gr_BK>を慎重に観察した。\n燃焼の速度、\n残留マナの流れ、\n暴走の痕跡を一つずつ分析し、\n制御されていない力の危険性と、その力を安全に扱う方法を頭の中で整理した。
Event_Title_30001,The North Wind and the Sun,북풍과 태양,北風と太陽
Event_Desc_30001,"During their journey, the sky became covered with <gr_BK>dark clouds</gr_BK>,\nand <weakshake_gr_B>fierce winds</weakshake_gr_B> began to howl from all directions.\nThe howling wind blew fiercely, as if trying to strip away even their clothes and body heat.\nThe companions clutched their arms and tightened their coats,\nexchanging glances as they wondered how to cope.","여정을 이어가던 도중,\n하늘이 <gr_BK>먹구름</gr_BK>에 덮이며 사방에서 <weakshake_gr_B>거센 바람</weakshake_gr_B>이 몰아쳤다.\n휘몰아치는 바람은 마치 일행의 옷과 체온마저 빼앗으려는 듯 매섭게 불어댔다.\n동료들은 팔을 움켜쥐고 겉옷을 여미며,\n어떻게 대처해야 할지 서로 눈치를 보았다.",旅を続ける途中、空は<gr_BK>暗い雲</gr_BK>に覆われ、\n四方から<weakshake_gr_B>激しい風</weakshake_gr_B>が吹き荒れた。\n吹き荒れる風は、まるで一行の服や体温さえ奪おうとするかのように激しく吹きつけた。\n仲間たちは腕を抱え、上着を締めながら、\nどう対処すべきか互いに目を合わせた。
Event_OptionA_30001,"It’s a bit chilly, let’s put on more layers",약간 쌀쌀한데 겉옷을 더 껴입자,少し肌寒いので、上着をもう一枚着よう
Event_ResultA1_30001,"As everyone put on their coats,\nthe wind subsided as if it had never blown, and <gr_O>intense sunlight</gr_O> poured through the clouds.\nThe sudden heat caused the companions to sweat and blush.","모두가 겉옷을 걸치자,\n바람은 언제 그랬냐는 듯 잦아들고 구름 사이로 <gr_O>강렬한 햇빛</gr_O>이 쏟아진다.\n갑작스럽게 달아오른 열기에 동료들은 땀을 흘리며 얼굴을 붉힌다.",皆が上着を着ると、\n風はまるで吹いていなかったかのように収まり、雲の間から<gr_O>強烈な日差し</gr_O>が降り注いだ。\n突然の熱に、仲間たちは汗をかき、顔を赤らめた。
Event_ResultA2_30001,"The wind subsided as if it had never been,\nand <gr_O>intense sunlight</gr_O> poured through the clouds.\nUnder the scorching sun, the ice goose slowly began to melt.\nAs the icy shell disappeared,\nthe <gr_Y>golden liquid</gr_Y> inside flowed out on the breeze, mixing with the sunlight.\nIn an instant, the liquid rose into the sky,\ntransforming into dazzling <gr_RBW>rainbow-colored vapor</gr_RBW> that enveloped the party.","바람은 언제 그랬냐는 듯 잦아들고 구름 사이로 <gr_O>강렬한 햇빛</gr_O>이 쏟아진다.\n그러자 뜨거운 태양 아래에서 얼음으로 된 거위는 서서이 녹아 내리기 시작했다.\n얼음 껍질이 사라지자,\n내부에 가득 차 있던 <gr_Y>금빛 액체</gr_Y>가 바람을 타고 흘러나와 태양빛과 뒤섞인다.\n순식간에 액체는 하늘로 피어오르며,\n휘황찬란한 <gr_RBW>무지개빛 증기</gr_RBW>로 변해 일행을 감싼다.",風はまるで何事もなかったかのように収まり、\n雲の間から<gr_O>強烈な日差し</gr_O>が降り注いだ。\n焼けつくような太陽の下で、氷のガチョウはゆっくりと溶け始めた。\n氷の殻が消えると、\n中に満たされていた<gr_Y>金色の液体</gr_Y>が風に乗って流れ出し、日光と混ざり合った。\n瞬く間に液体は空へと舞い上がり、\n眩い<gr_RBW>虹色の蒸気</gr_RBW>となって一行を包み込んだ。
Event_OptionB_30001,Won’t the wind stop soon? I don’t think we need extra coats,바람은 금방 그치지 않을까? 겉옷까지는 필요 없을 것 같다,風はすぐに収まるだろうか？上着までは必要なさそうだ
Event_ResultB1_30001,"Everyone clutched their collars, enduring the wait for the wind to subside.\nAfter a while, the clouds scattered,\nand suddenly the <gr_O>scorching sun</gr_O> shone down.\nHowever, since they weren’t wearing coats, it was uncomfortable but not overly exhausting.","모두들 옷깃을 움켜진 채 버티며 바람이 잦아들기를 기다렸다.\n잠시 후 구름이 흩어지고,\n불현듯 <gr_O>뜨거운 태양</gr_O>이 내리쬔다.\n하지만 겉옷을 입지 않았기에, 불편은 하되 크게 지치지는 않는다.",皆は襟を握りしめ、風が収まるのを耐えて待った。\nしばらくすると雲が散り、\n突然<gr_O>焼け付く太陽</gr_O>が照りつけた。\nしかし、上着を着ていなかったため、不快ではあるが大きく疲れることはなかった。
Event_ResultB2_30001,"The wind subsided as if it had never been,\nand <gr_O>intense sunlight</gr_O> poured through the clouds.\nUnder the scorching sun, the ice goose slowly began to melt.\nAs the icy shell disappeared,\nthe <gr_Y>golden liquid</gr_Y> inside flowed out on the breeze, mixing with the sunlight.\nIn an instant, the liquid rose into the sky,\ntransforming into dazzling <gr_RBW>rainbow-colored vapor</gr_RBW> that enveloped the party.","바람은 언제 그랬냐는 듯 잦아들고 구름 사이로 <gr_O>강렬한 햇빛</gr_O>이 쏟아진다.\n그러자 뜨거운 태양 아래에서 얼음으로 된 거위는 서서이 녹아 내리기 시작했다.\n얼음 껍질이 사라지자,\n내부에 가득 차 있던 <gr_Y>금빛 액체</gr_Y>가 바람을 타고 흘러나와 태양빛과 뒤섞인다.\n순식간에 액체는 하늘로 피어오르며,\n휘황찬란한 <gr_RBW>무지개빛 증기</gr_RBW>로 변해 일행을 감싼다.",風はまるで何事もなかったかのように収まり、\n雲の間から<gr_O>強烈な日差し</gr_O>が降り注いだ。\n焼けつくような太陽の下で、氷のガチョウはゆっくりと溶け始めた。\n氷の殻が消えると、\n中に満たされていた<gr_Y>金色の液体</gr_Y>が風に乗って流れ出し、日光と混ざり合った。\n瞬く間に液体は空へと舞い上がり、\n眩い<gr_RBW>虹色の蒸気</gr_RBW>となって一行を包み込んだ。
Event_Title_30002,Faint Echoes,희미한 메아리,かすかな残響
Event_Desc_30002,"As they passed between the ruined pillars,\na <wave_gr_Y>strange resonance</wave_gr_Y> spread through the air, bringing the party to a halt.\nLike the lingering echo of a glorious age long past,\na soft hymn echoed through the ancient ruins.\n\nStrangely, there was no one there.\nEven the sounds of insects had fallen silent among the crumbling pillars,\nand the <gr_Y>song</gr_Y> echoed in their ears like a distant reverberation.\n\nThe party held their breath and looked around,\ncaptivated by the hymn that seemed to echo as though waiting for someone to respond.","폐허가 된 기둥 사이를 지나던 중,\n일행의 발걸음을 멈추게 하는 <wave_gr_Y>낯선 울림</wave_gr_Y>이 퍼졌다.\n찬란했던 시대의 잔향처럼,\n오래된 폐허 속에 은은하게 성가가 울려 퍼지고 있었다.\n\n기묘한 것은 그곳에는 아무도 없다는 사실이었다.\n허물어진 기둥들 사이로는 풀벌레 소리조차 잠잠했고,\n<gr_Y>노래</gr_Y>는 오직 메아리처럼 귓가를 울리고 있었다.\n\n일행은 숨을 죽이고 주위를 살피다,\n마치 누군가 반응을 기다리듯 울려 퍼지는 성가에 마음을 빼앗겼다.",廃墟となった柱の間を通り抜けていると、\n一行の足を止める<wave_gr_Y>不思議な響き</wave_gr_Y>が辺りに広がった。\nかつての輝かしい時代の残響のように、\n古い廃墟の中でかすかな聖歌が響いていた。\n\n奇妙なことに、そこには誰もいなかった。\n崩れた柱の間では虫の音さえも静まり返り、\n<gr_Y>歌声</gr_Y>だけが遠い残響のように耳に響いていた。\n\n一行は息を潜めて周囲を見渡し、\nまるで誰かの反応を待っているかのように響き続ける聖歌に心を奪われた。
Event_OptionA_30002,Kyla responds to the hymn,카일라가 성가에 화답한다,カイラが聖歌に応える
Event_ResultA1_30002,"Kyla quietly closed her eyes,\nsteadying her breathing to match the <gr_G>hymn</gr_G>.\nAs her prayer merged with the hymn,\nit was not her voice but her very being that <gr_G>answered</gr_G> the resonance.\n\nInvisible light spread outward from her,\nand the <gr_O>lingering echoes of the hymn</gr_O> grew warmer and deeper.\nThe party was enveloped in an inexplicable tranquility,\nfeeling a sense of peace as if they were standing in the presence of an ancient god.","카일라는 조용히 눈을 감고,\n<gr_G>성가</gr_G>에 숨결을 맞추듯 호흡을 고르게 했다.\n그녀의 기도가 성가와 겹쳐지자,\n목소리가 아닌 존재 자체가 울림에 <gr_G>화답</gr_G>했다.\n\n보이지 않는 빛이 그녀를 중심으로 퍼져 나갔고,\n<gr_O>성가의 잔향</gr_O>은 더욱 따스하고 깊게 번졌다.\n일행은 알 수 없는 평온에 휩싸이며,\n마치 오랜 신의 곁에 선 듯한 안정감을 느꼈다.",カイラは静かに目を閉じ、\n<gr_G>聖歌</gr_G>に呼吸を合わせるように息を整えた。\n彼女の祈りが聖歌と重なると、\n声ではなく存在そのものが響きに<gr_G>応えた</gr_G>。\n\n目に見えない光が彼女を中心に広がり、\n<gr_O>聖歌の残響</gr_O>はさらに温かく、深く広がっていった。\n一行は言葉では言い表せない安らぎに包まれ、\nまるで古き神のそばに立っているかのような穏やかさを感じた。
Event_ResultA2_30002,""" """,""" """,""" """
Event_OptionB_30002,Quietly enjoy the hymn,성가를 조용히 감상하자,聖歌を静かに鑑賞する
Event_ResultB1_30002,"Sophia placed her fingertips into the air,\nsensing the <gr_SB>texture of the waves</gr_SB>.\nThe sacred vibrations spread similarly to the waves of mana manipulated in magic.\n\nThis revealed that divine power and magic were not separate forces,\nbut two currents branching from the same source.\n\nSophia’s gaze deepened,\nand the <weakshake_gr_SB>faint rays of light</weakshake_gr_SB> spreading from her fingertips\ntrembled clearly, as if confirming the enlightenment she had attained.","소피아는 손끝을 허공에 대고 <gr_SB>파동의 결</gr_SB>을 느꼈다.\n성스러운 진동은 마법에서 다루는 마나의 파동과 유사하게 퍼져나가고 있었다.\n\n이는 곧 성력과 마법이 서로 다른 힘이 아니라,\n같은 근원에서 갈라져 나온 두 흐름임을 보여준다.\n\n소피아의 눈빛은 한층 깊어졌고,\n손끝에 번지는 <weakshake_gr_SB>미약한 빛줄기</weakshake_gr_SB>는\n그녀가 얻은 깨달음을 증명하듯 맑게 떨리고 있었다.",ソフィアは指先を空中にかざし、<gr_SB>波動の感触</gr_SB>を感じ取った。\n神聖な振動は、魔法で扱うマナの波動と同じように広がっていた。\n\nこれはすなわち、神力と魔法が別の力ではなく、\n同じ根源から分かれた二つの流れであることを示していた。\n\nソフィアの瞳は一層深みを増し、\n指先に広がる<weakshake_gr_SB>かすかな光の筋</weakshake_gr_SB>は、\n彼女が得た悟りを証明するかのように清らかに揺れていた。
Event_ResultB2_30002,""" """,""" """,""" """
Event_Title_30003,Remnants of Light,빛의 잔재,光の残滓
